Hour,Baseline_kW
1084,43.44985196986424
1085,52.30783496536853
1086,65.01482504053781
1087,71.02971707717242
1088,72.6014506522465
1089,75.43397284149651
1090,79.66218921896885
1091,79.9585561289213
1092,79.9585561289213
1093,79.9585561289213
1094,79.9585561289213
1095,79.9585561289213
1096,79.9585561289213
1097,79.9585561289213
1098,79.9585561289213
1099,79.9585561289213
1100,79.83866914661289
1101,77.97681727046184
1102,74.05123676333474
1103,70.18917022209051
1104,65.33193518813356
1105,55.64480969162912
1106,40.463552125672564
1107,42.248085066929
1108,45.712427517641906
1109,53.810626282219545
1110,61.36314313485291
1111,66.84762136133914
1112,72.70928447230372
1113,77.0054341640746
1114,77.58972613136096
1115,79.9585561289213
1116,79.9585561289213
1117,79.9585561289213
1118,79.9585561289213
1119,79.9585561289213
1120,79.9585561289213
1121,79.9585561289213
1122,79.9585561289213
1123,79.9585561289213
1124,79.9585561289213
1125,76.34558471527102
1126,73.33930132183836
1127,68.91762349022916
1128,67.41746481142057
1129,52.23821108797144
1130,39.574281661565436
1131,46.215170033195534
1132,47.99134479000689
1133,57.20587565638011
1134,65.55308112898096
1135,71.35411147803077
1136,73.75314408722649
1137,75.19856426700068
1138,78.63077670132404
1139,79.9585561289213
1140,79.9585561289213
1141,79.9585561289213
1142,79.9585561289213
1143,79.9585561289213
1144,79.9585561289213
1145,79.9585561289213
1146,79.9585561289213
1147,79.9585561289213
1148,79.9585561289213
1149,78.44139801038773
1150,74.25491616586578
1151,68.71141255652766
1152,66.22283325651131
1153,54.923987204131
1154,46.88781012337525
1155,44.08925423322882
1156,52.7237433966706
1157,50.9989819077781
1158,62.55915970118965
1159,72.47712769958474
1160,72.32600069625494
1161,74.94666342013296
1162,78.26164690424542
1163,79.9585561289213
1164,79.9585561289213
1165,79.9585561289213
1166,79.9585561289213
1167,79.9585561289213
1168,79.9585561289213
1169,79.9585561289213
1170,79.9585561289213
1171,79.9585561289213
1172,79.9585561289213
1173,77.79047025393314
1174,74.17204216954029
1175,69.54332249998532
1176,60.86965788821797
1177,58.28221491328571
1178,45.92618606329824
1179,52.461182187631564
1180,50.64533789826805
1181,58.86196961116649
1182,68.2957475450628
1183,71.87751136400166
1184,72.6983421092478
1185,74.10745976529357
1186,77.89677231023505
1187,79.9585561289213
1188,79.9585561289213
1189,79.9585561289213
1190,79.9585561289213
1191,79.9585561289213
1192,79.9585561289213
1193,79.9585561289213
1194,79.9585561289213
1195,79.9585561289213
1196,79.9585561289213
1197,78.61739512964814
1198,73.7799077480399
1199,67.09564874653077
1200,67.81017815559096
1201,58.609354398749886
1202,44.559978433871784
1203,44.58048120092171
1204,48.450850470805435
1205,55.73610961534798
1206,67.9013912350012
1207,69.5609174272191
1208,73.18171285404428
1209,76.49236358979509
1210,79.9585561289213
1211,79.9585561289213
1212,79.9585561289213
1213,79.9585561289213
1214,79.9585561289213
1215,79.9585561289213
1216,79.9585561289213
1217,79.9585561289213
1218,79.9585561289213
1219,79.9585561289213
1220,79.9585561289213
1221,77.1655177441977
1222,74.23819730330393
1223,72.40043654101441
1224,67.11591762300657
1225,57.75669678924539
1226,51.65209961928606
1227,42.79333247554925
1228,53.59392316986966
1229,54.6700113317994
1230,67.34108838688122
1231,70.88629670252973
1232,73.71860790306665
1233,76.89548959695144
1234,79.63451715700465
1235,79.9585561289213
1236,79.9585561289213
1237,79.9585561289213
1238,79.9585561289213
1239,79.9585561289213
1240,79.9585561289213
1241,79.9585561289213
1242,79.9585561289213
1243,79.9585561289213
1244,79.91665115304633
1245,78.2746709066672
1246,74.51280763299019
1247,71.41965409948641
1248,65.68094031401844
1249,59.40603288263349
1250,49.03047813679751
1251,48.99539020262439
1252,48.18154658610857
1253,54.434249219700085
1254,67.65647706418017
1255,70.53336382863115
1256,72.34289990607495
1257,76.29457256621721
1258,78.06905060277437
1259,79.9585561289213
1260,79.9585561289213
1261,79.9585561289213
1262,79.9585561289213
1263,79.9585561289213
1264,79.9585561289213
1265,79.9585561289213
1266,79.9585561289213
1267,79.9585561289213
1268,79.9585561289213
1269,78.047500856409
1270,74.99554135596402
1271,72.64207629599403
1272,70.19793920324965
1273,52.625039929678586
1274,44.07524435110807
1275,47.98747229825319
1276,49.3844884904282
1277,67.12530349588654
1278,69.23957648771909
1279,70.29705623045177
1280,74.41719142950556
1281,76.95210882782573
1282,79.95533999049539
1283,79.78040996341849
1284,79.9585561289213
1285,79.9585561289213
1286,79.9585561289213
1287,79.9585561289213
1288,79.9585561289213
1289,79.9585561289213
1290,79.9585561289213
1291,79.9585561289213
1292,79.9585561289213
1293,78.70104948123597
1294,75.04669964493374
1295,70.98430658714511
1296,67.62142875880127
1297,53.12896908431151
1298,43.80900395771226
1299,44.66980103317239
1300,52.7341089586533
1301,57.852142179188775
1302,66.62316559532736
1303,71.45164973162412
1304,73.74301791069531
1305,76.06824577366034
1306,79.9585561289213
1307,79.9585561289213
1308,79.9585561289213
1309,79.9585561289213
1310,79.9585561289213
1311,79.9585561289213
1312,79.9585561289213
1313,79.9585561289213
1314,79.9585561289213
1315,79.9585561289213
1316,79.9585561289213
1317,78.40097947779942
1318,73.34047059840393
1319,72.37315591880241
1320,67.53999682856694
1321,57.16905642192946
1322,43.98016935014121
1323,49.17841153728004
1324,50.82913243664555
1325,59.40815117325415
1326,65.3736952669188
1327,72.6841544431053
1328,72.9556329921156
1329,74.98005992996254
1330,79.64614817048998
1331,79.9585561289213
1332,79.9585561289213
1333,79.9585561289213
1334,79.9585561289213
1335,79.9585561289213
1336,79.9585561289213
1337,79.9585561289213
1338,79.9585561289213
1339,79.9585561289213
1340,79.37564302091936
1341,76.620221323273
1342,74.93040294668563
1343,71.6342502280545
1344,69.14280610997466
1345,54.65201677794204
1346,44.79465504655192
1347,45.02955372927977
1348,47.231443483330146
1349,57.43021203699365
1350,66.07034307986318
1351,71.05273380751666
1352,75.12492663825525
1353,77.52629040295024
1354,79.9585561289213
1355,79.9585561289213
1356,79.9585561289213
1357,79.9585561289213
1358,79.9585561289213
1359,79.9585561289213
1360,79.9585561289213
1361,79.9585561289213
1362,79.9585561289213
1363,79.9585561289213
1364,79.9585561289213
1365,79.09573587782364
1366,75.0648077301044
1367,72.2542554566888
1368,69.06822993568227
1369,55.44048336740946
1370,40.43588577655915
1371,49.95765866882914
1372,53.373640935771554
1373,63.0393075992412
1374,69.44100459449224
1375,72.03305762055687
1376,74.49244466189154
1377,77.06712307373753
1378,79.9585561289213
